hospital_name,municipality,cmun,n_beds,type,management,latitude,longitude
Hospital Quirón Tenerife,santa cruz de tenerife,38038,187,General,Private Non-Profit,28.4709208990001,-16.266607161
Vithas Hospital Santa Cruz,santa cruz de tenerife,38038,61,General,Private Non-Profit,28.4715553520001,-16.259205505
"Clínica Parque, S.A.",santa cruz de tenerife,38038,64,General,Private Non-Profit,28.4704402840001,-16.253780747
Hospiten Sur,arona,38006,242,General,Private Non-Profit,28.05818,-16.725182
Hospital Universitario De Canarias (H.U.C),san cristóbal de la laguna,38023,0,General,Autonomous Community,28.4570451220001,-16.291811933
Hospital De La Santísima Trinidad,icod de los vinos,38022,99,Geriatrics and/or long-term care,Provincial Council or Island Council,28.371295,-16.719720561
Clínica Vida,"orotava, la",38026,31,General,Private Non-Profit,28.390406093,-16.5456475
Hospital Bellevue,puerto de la cruz,38028,195,General,Private Non-Profit,28.407308029,-16.544534569
Hospital Nuestra Señora De Guadalupe,san sebastián de la gomera,38036,40,General,Autonomous Community,28.1045050720001,-17.130247556
Hospital Nuestra Señora De Los Dolores,santa cruz de la palma,38037,144,Geriatrics and/or long-term care,Provincial Council or Island Council,28.6858348640001,-17.76358197
Hospital Insular Ntra. Sra. De Los Reyes,valverde,38048,32,General,Autonomous Community,27.8142629930001,-17.915504018
Hospital Quirón Costa Adeje,adeje,38001,62,General,Private Non-Profit,28.0797973620001,-16.7336297909999
Hospital Rambla S.L.,santa cruz de tenerife,38038,97,General,Private Non-Profit,28.4749141120001,-16.251489723
Hospital General De La Palma,breña alta,38008,198,General,Autonomous Community,28.6726590110001,-17.790404007
Complejo Hospitalario Universitario De Canarias,san cristóbal de la laguna,38023,826,General,Autonomous Community,28.457180952,-16.290327063
Hospital Del Norte,icod de los vinos,38022,0,Geriatrics and/or long-term care,Autonomous Community,28.3848112650001,-16.684673566
Hospital Del Sur,arona,38006,0,General,Autonomous Community,28.068117413,-16.706575265
Clínica Tara,tacoronte,38043,12,General,Private Non-Profit,28.478257614,-16.403673807
Hospital Universitario Marqués De Valdecilla,santander,39075,923,General,Social Security,43.4559827160001,-3.82954244499996
Hospital Ramón Negrete,santander,39075,30,Traumatology and/or rehabilitation,Matep,43.483778988,-3.78934194099998
Hospital Santa Clotilde - Orden Hospitalaria San Juan De Dios.,santander,39075,127,Geriatrics and/or long-term care,Private Non-Profit (Church),43.46831458,-3.79898845999998
Centro Hospitalario Padre Menni,santander,39075,403,Psychiatric,Private Non-Profit (Church),43.476897647,-3.79696039099997
Hospital Comarcal De Laredo,laredo,39035,131,General,Social Security,43.4140049750001,-3.44186152999993
Hospital Sierrallana,torrelavega,39087,301,General,Social Security,43.3621994550001,-4.07611227699994
"Clínica Mompía, S.A.U.",santa cruz de bezana,39073,105,General,Private Non-Profit,43.439445,-3.92133149999995
Complejo Asistencial De Segovia,segovia,40194,375,General,Social Security,40.9432550000001,-4.11920458799995
Hospital General De Segovia,segovia,40194,0,General,Social Security,40.9427077,-4.12860451499995
Hospital Recoletas Segovia Ntra. Sra. De La Misericordia,segovia,40194,48,General,Other Private Non-Profit,40.9527568250001,-4.12380748399994
Unidad De Rehabilitación Psiquiátrica Ntra. Sra. De La Fuencisla,palazuelos de eresma,40155,56,Psychiatric,Provincial Council or Island Council,40.9374115210001,-4.05719675999995
Hospital General Del H.U. Virgen Del Rocío,sevilla,41091,0,General,Autonomous Community,37.3570405790001,-5.97918777199993
Hospital Virgen De Valme,sevilla,41091,0,General,Autonomous Community,37.318831054,-5.97115197099993
Hospital Virgen Macarena,sevilla,41091,0,General,Autonomous Community,37.406773382,-5.98688920799998
Hospital San Lázaro,sevilla,41091,0,General,Autonomous Community,37.414392122,-5.98215308899995
Hospital Victoria Eugenia De La Cruz Roja Española,sevilla,41091,39,General,Private Non-Profit (Red Cross),37.400685292,-5.98231156299994
Hospital San Juan De Dios De Sevilla,sevilla,41091,47,General,Private Non-Profit (Church),37.3820257620001,-5.96903487999998
Hospital Duques Del Infantado,sevilla,41091,0,General,Autonomous Community,37.36312395,-5.98791585399994
Clínica Santa Isabel,sevilla,41091,96,General,Private Non-Profit,37.387151551,-5.97551341299993
Hospital Quironsalud Sagrado Corazón,sevilla,41091,147,General,Private Non-Profit,37.359294305,-5.97952998899996
Hospital Fátima,sevilla,41091,73,General,Private Non-Profit,37.369389482,-5.98534682899998
Hospital Quironsalud Infanta Luisa,sevilla,41091,139,General,Private Non-Profit,37.381499707,-6.00834475399995
Clínica Nuestra Señora De Aránzazu,sevilla,41091,10,Surgical,Private Non-Profit,37.3957898210001,-5.99562467799996
Residencia De Salud Mental Nuestra Señora Del Carmen,bormujos,41017,54,Psychiatric,Private Non-Profit,37.378407295,-6.07026687199993
Hospital El Tomillar,alcalá de guadaíra,41004,0,General,Autonomous Community,37.2980179190001,-5.90067180999995
Hospital San Agustín,dos hermanas,41038,93,General,Private Non-Profit,37.2813664830001,-5.93710220599996
Hospital De Alta Resolución De Morón De La Frontera,morón de la frontera,41065,12,General,Autonomous Community,37.117589702,-5.45441538099993
Hospital La Merced,osuna,41068,225,General,Autonomous Community,37.232725816,-5.09598333499997
Hospital Universitario Virgen Del Rocío,sevilla,41091,1350,General,Autonomous Community,37.362823002,-5.97906071599994
Hospital Universitario Virgen Macarena,sevilla,41091,960,General,Autonomous Community,37.4064748870001,-5.98607019899993
Hospital Universitario Virgen De Valme,sevilla,41091,617,General,Autonomous Community,37.3154571380001,-5.96929888599993
"Fremap, Hospital Y Centro De Rehabilitación De Sevilla",sevilla,41091,102,Traumatology and/or rehabilitation,Matep,37.3254585400001,-5.96531371599997
Hospital Psiquiátrico Penitenciario,sevilla,41091,26,Psychiatric,Ministry of Interior,37.3997596940001,-5.95718392399993
Hospital San Juan De Dios Del Aljarafe,bormujos,41017,200,General,Private Non-Profit (Church),37.368186721,-6.08211955099995
Hospital Nisa Sevilla-Aljarafe,castilleja de la cuesta,41029,148,General,Private Non-Profit,37.389698326,-6.06177874699995
Hospital De Alta Resolución De Utrera,utrera,41095,14,General,Autonomous Community,37.1758854990001,-5.78497788199996
Hospital De Alta Resolución Sierra Norte,constantina,41033,8,General,Autonomous Community,37.8623055460001,-5.61921952099993
Hospital Viamed Santa Ángela De La Cruz,sevilla,41091,105,General,Private Non-Profit,37.3274298800001,-5.96668256499993
Hospital De Alta Resolución De Écija,écija,41039,38,General,Autonomous Community,37.5322433800001,-5.09212972899996
Clínica De Salud Mental Miguel De Mañara,dos hermanas,41038,18,Psychiatric,Private Non-Profit,37.3314817670001,-5.91951963099996
Hospital De Rehabilitación Y Traumatología Virgen Del Rocío,sevilla,41091,0,Traumatology and/or rehabilitation,Autonomous Community,37.361881575,-5.98106915499994
Hospital De Alta Resolución De Lebrija,lebrija,41053,22,General,Autonomous Community,36.910486082,-6.07267484699997
Hospital Infantil,sevilla,41091,0,Pediatric,Autonomous Community,37.3570405790001,-5.97918777199993
Hospital De La Mujer,sevilla,41091,0,General,Autonomous Community,37.3570405790001,-5.97918777199993
Hospital Santa Bárbara,soria,42173,0,General,Social Security,41.7719249680001,-2.47127376599997
Hospital Virgen Del Mirón,soria,42173,0,Geriatrics and/or long-term care,Autonomous Community,41.7715405660001,-2.46396048299994
Complejo Asistencial De Soria,soria,42173,319,General,Public Entities,41.771348851,-2.47256122599993
Hospital Universitari Joan Xxiii De Tarragona,tarragona,43148,372,General,Social Security,41.124597303,1.23857342400004
Hospital Sociosanitari Francolí,tarragona,43148,156,Geriatrics and/or long-term care,Autonomous Community,41.1249338740001,1.23914820800007
Hospital De Sant Pau I Santa Tecla,tarragona,43148,186,General,Other Private Non-Profit,41.1164382050001,1.25499580700006
Hospital Viamed Monegal,tarragona,43148,53,General,Private Non-Profit,41.118716567,1.25124993100007
Clínica Activa Mútua 2008,tarragona,43148,22,Other specialized,Matep,41.118883554,1.24876320700002
Hospital Comarcal Móra D'Ebre,móra d'ebre,43093,120,General,Autonomous Community,41.095273891,0.638773807000064
Hospital Universitari De Sant Joan De Reus,reus,43123,313,General,Municipality,41.1444277630001,1.12248864400004
Centre Mq Reus,reus,43123,50,General,Private Non-Profit,41.160215022,1.10643081000006
"Villablanca Serveis Assistencials, Sa",reus,43123,350,Psychiatric,Private Non-Profit,41.1506460000001,1.11456000000004
"Institut Pere Mata, S.A",reus,43123,727,Psychiatric,Private Non-Profit,41.1654943410001,1.08725060600005
Hospital De Tortosa Verge De La Cinta,tortosa,43155,248,General,Social Security,40.81116488,0.524348374000056
Hospital De La Santa Creu,tortosa,43155,250,Geriatrics and/or long-term care,Municipality,40.8305325000001,0.508148038000058
Clínica Terres De L'Ebre,tortosa,43155,40,General,Municipality,40.8145000430001,0.515575109000054
Policlínica Comarcal Del Vendrell.,santa oliva,43140,136,Geriatrics and/or long-term care,Private Non-Profit,41.225741086,1.53843707300007
Pius Hospital De Valls,valls,43161,142,General,Public Entities,41.283794071,1.25160395500006
Residència Alt Camp,valls,43161,50,Geriatrics and/or long-term care,Public Entities,41.293259354,1.23306191800003
Centre Sociosanitari Ciutat De Reus,reus,43123,85,Geriatrics and/or long-term care,Private Non-Profit,41.1533308910001,1.11276584600006
Hospital Comarcal D'Amposta,amposta,43014,88,General,Municipality,40.7087794540001,0.578071969000064
Centre Sociosanitari Llevant,tarragona,43148,60,Geriatrics and/or long-term care,Autonomous Community,41.121429881,1.26386763500005
Residència Vila-Seca,vila-seca,43171,35,Geriatrics and/or long-term care,Municipality,41.1107766490001,1.14905827300004
Unitat Polivalent En Salut Mental D'Amposta,amposta,43014,127,Psychiatric,Other Private Non-Profit,40.70902148,0.575513937000039
Hospital Del Vendrell,"vendrell, el",43163,120,General,Other Private Non-Profit,41.2147722570001,1.54259810200006
Centre Sociosanitari I Residència Assistida Salou,salou,43905,30,Geriatrics and/or long-term care,Private Non-Profit,41.080495286,1.12731246800007
Residència Santa Tecla Ponent,tarragona,43148,70,Geriatrics and/or long-term care,Other Private Non-Profit,41.1225480000001,1.21316154900006
Unitat De Referència De Psiquiatria I Trastorns De La Conducta Alimentària (Urpi),reus,43123,20,Psychiatric,Private Non-Profit,41.1444277630001,1.12248864400004
Hospital Obispo Polanco,teruel,44216,215,General,Social Security,40.3330884750001,-1.10722956499995
Hospital San José,teruel,44216,50,Geriatrics and/or long-term care,Autonomous Community,40.3477209530001,-1.11537000199996
Centro De Rehabilitacion Psicosocial San Juan De Dios,teruel,44216,150,Psychiatric,Autonomous Community,40.3453623940001,-1.11340111999994
Hospital De Alcañiz,alcañiz,44013,131,General,Social Security,41.0451426230001,-0.129954064999936
Hospital Virgen De La Salud,toledo,45168,0,General,Social Security,39.8714465790001,-4.03506868599993
Hospital Geriátrico Virgen Del Valle,toledo,45168,0,Geriatrics and/or long-term care,Social Security,39.843573281,-4.02119552699997
Hospital Nacional De Parapléjicos,toledo,45168,210,Traumatology and/or rehabilitation,Social Security,39.8750379950001,-4.05222087399994
Hospital Provincial Nuestra Señora De La Misericordia,toledo,45168,0,General,Provincial Council or Island Council,39.861310577,-4.01451101599997
Hospital General Nuestra Señora Del Prado,talavera de la reina,45165,312,General,Social Security,39.964855819,-4.80713812999994
"Clínica Marazuela, S.A.",talavera de la reina,45165,15,General,Private Non-Profit,39.9618314530001,-4.82505341899997
Complejo Hospitalario De Toledo,toledo,45168,953,General,Social Security,39.870912908,-4.03527290999995
Hospital Laboral Solimat Mutua Colaboradora Con La Ss Nº 72,toledo,45168,10,Traumatology and/or rehabilitation,Matep,39.8684674960001,-4.04162993199998
Quirón Salud Toledo,toledo,45168,80,Medical-surgical,Private Non-Profit,39.885210326,-4.04072302699996
"Centro De Trat. De Drogodep. ""El Alba""",toledo,45168,30,Other purpose,Autonomous Community,39.89676,-4.04766436499995
Hospital Universitario Y Politécnico La Fe,valencia,46250,1000,General,Autonomous Community,39.443455047,-0.376078595999957
Hospital Universitario Dr. Peset Aleixandre,valencia,46250,539,General,Autonomous Community,39.453066984,-0.394411594999951
Hospital Arnau De Vilanova,valencia,46250,302,General,Autonomous Community,39.4908790040001,-0.403314879999925
Hospital Clínico Universitario De Valencia,valencia,46250,582,General,Autonomous Community,39.4790025830001,-0.361464704999946
Hospital De La Malva-Rosa,valencia,46250,33,Surgical,Autonomous Community,39.4771225960001,-0.330731441999944
Consorcio Hospital General Universitario De Valencia,valencia,46250,546,General,Provincial Council or Island Council,39.468675196,-0.406634263999933
Hospital Católico Casa De Salud,valencia,46250,192,General,Private Non-Profit (Church),39.469445675,-0.349803595999958
Hospital Nisa Valencia Al Mar,valencia,46250,70,General,Private Non-Profit,39.476576504,-0.330232499999966
Fundación Instituto Valenciano De Oncología,valencia,46250,160,Oncological,Other Private Non-Profit,39.4815734000001,-0.389795490999973
Hospital Virgen Del Consuelo,valencia,46250,156,General,Private Non-Profit,39.460729988,-0.386897221999959
Hospital Quirón Valencia,valencia,46250,88,General,Private Non-Profit,39.478437221,-0.364192050999975
Hospital Psiquiátrico Provincial,bétera,46070,80,Psychiatric,Provincial Council or Island Council,39.6119600000001,-0.467657559999964
Casa De Reposo San Onofre,godella,46135,76,Psychiatric,Private Non-Profit,39.5213136290001,-0.416059369999971
Hospital Francesc De Borja De Gandia,gandia,46131,285,General,Autonomous Community,38.963128248,-0.169758535999961
Hospital Lluís Alcanyís De Xàtiva,xàtiva,46145,273,General,Autonomous Community,39.0067034300001,-0.509550738999963
Hospital General De Ontinyent,ontinyent,46184,56,General,Autonomous Community,38.8200904170001,-0.602910244999975
Hospital Intermutual De Levante,san antonio de benagéber,46903,230,Traumatology and/or rehabilitation,Matep,39.579516653,-0.538019401999975
Hospital De Sagunto,sagunto/sagunt,46220,252,General,Social Security,39.674395045,-0.231102444999976
Hospital Doctor Moliner,serra,46228,179,Geriatrics and/or long-term care,Autonomous Community,39.655907816,-0.474303941999949
Hospital General De Requena,requena,46213,113,General,Autonomous Community,39.4883910090001,-1.08955556799998
Hospital 9 De Octubre,valencia,46250,300,General,Private Non-Profit,39.4784414850001,-0.401593279999929
Centro Médico Gandia,gandia,46131,11,General,Private Non-Profit,38.972984061,-0.175930826999945
Hospital Nisa Aguas Vivas,carcaixent,46083,96,General,Private Non-Profit,39.0875191420001,-0.352931138999963
Clinica Fontana,valencia,46250,7,Surgical,Private Non-Profit,39.463684743,-0.377810083999975
Hospital Universitario De La Ribera,alzira,46017,301,General,Autonomous Community,39.1599095500001,-0.416462138999975
Hospital Pare Jofré,valencia,46250,125,Geriatrics and/or long-term care,Social Security,39.453066984,-0.394411594999951
Hospital De Manises,manises,46159,354,General,Autonomous Community,39.4855805330001,-0.452646362999928
Hospital De Crónicos De Mislata (Antiguo Hospital Militar De Valencia),mislata,46169,115,Geriatrics and/or long-term care,Autonomous Community,39.481101381,-0.423875095999961
Hospital De Llíria,llíria,46147,90,General,Autonomous Community,39.641293477,-0.619396725999934
Imed Valencia,burjassot,46078,207,General,Private Non-Profit,39.502613556,-0.406173280999951
Unidad De Desintoxicación Hospitalaria,carcaixent,46083,16,Other specialized,Private Non-Profit,39.1010200000001,-0.421903004999933
Hospital Universitario Rio Hortega,valladolid,47186,606,General,Autonomous Community,41.629521384,-4.71375620799995
Hospital Clínico Universitario De Valladolid,valladolid,47186,777,General,Social Security,41.655910568,-4.71842656999996
Sanatorio Sagrado Corazón,valladolid,47186,75,General,Private Non-Profit (Church),41.6496372010001,-4.72015610899996
Centro Hospitalario Benito Menni,valladolid,47186,240,Psychophysical rehabilitation,Private Non-Profit (Church),41.6288686500001,-4.72325250199998
Hospital Medina Del Campo,medina del campo,47085,119,General,Social Security,41.295496734,-4.91129865799996
Hospital De Valladolid Felipe Ii,valladolid,47186,79,General,Private Non-Profit,41.655273821,-4.72561809799993
Hospital Campo Grande,valladolid,47186,93,General,Private Non-Profit,41.6437393630001,-4.72784702199993
Hospital Santa Marina,bilbao,48020,245,Geriatrics and/or long-term care,Autonomous Community,43.2623340230001,-2.88218375499997
Hospital Intermutual De Euskadi,bilbao,48020,44,General,Matep,43.2685338160001,-2.92751355199994
Clínica Ercilla Mutualia,bilbao,48020,23,Traumatology and/or rehabilitation,Matep,43.2648351300001,-2.93108424599995
Hospital Cruz Roja De Bilbao,bilbao,48020,68,General,Private Non-Profit (Red Cross),43.261296832,-2.94211652799993
Sanatorio Bilbaíno,bilbao,48020,40,General,Private Non-Profit (Church),43.258310486,-2.94059068699994
Hospital De Basurto,bilbao,48020,733,General,Autonomous Community,43.2616740120001,-2.95337934699995
Imq Clínica Virgen Blanca,bilbao,48020,74,General,Private Non-Profit,43.2582684830001,-2.91525957799996
Clínica Guimon S.A.,bilbao,48020,47,General,Private Non-Profit,43.2588825890001,-2.94212864399998
Clínica Indautxu,bilbao,48020,30,General,Private Non-Profit,43.2593007070001,-2.93909319399995
Hospital Universitario De Cruces,barakaldo,48013,912,General,Social Security,43.2825671410001,-2.98431967599993
Osi Barakaldo-Sestao,barakaldo,48013,128,General,Social Security,43.2967111510001,-2.99355899499994
Red De Salud Mental De Bizkaia (Hospital De Bermeo),bermeo,48017,131,Psychiatric,Autonomous Community,43.4221844890001,-2.72155318399996
Hospital Galdakao-Usansolo,galdakao,48036,464,General,Autonomous Community,43.2235370540001,-2.81793842899998
Hospital Gorliz,gorliz,48043,149,Psychophysical rehabilitation,Autonomous Community,43.417397851,-2.94321832799994
Hospital San Juan De Dios,santurtzi,48082,105,General,Other Private Non-Profit,43.3277265030001,-3.02853455899998
Red De Salud Mental De Bizkaia (Hospital De Zaldibar),zaldibar,48095,111,Psychiatric,Autonomous Community,43.1684560050001,-2.54973975299993
Red De Salud Mental De Bizkaia (Hospital De Zamudio),zamudio,48905,126,Psychiatric,Autonomous Community,43.289155823,-2.85654224499996
Avances Médicos S.A,santurtzi,48082,24,Psychiatric,Private Non-Profit,43.325458026,-3.02471093099996
Hospital Quironsalud Bizkaia,erandio,48902,110,General,Private Non-Profit,43.3298915920001,-2.95914647899997
Clínica Imq  Zorrotzaurre,bilbao,48020,175,General,Private Non-Profit,43.267537362,-2.95204767699994
Hospital Urduliz Ospitalea,urduliz,48089,128,General,Autonomous Community,43.3751794780001,-2.95988686699997
Hospital Virgen De La Concha,zamora,49275,0,General,Autonomous Community,41.514175471,-5.73223347799996
Hospital Provincial De Zamora,zamora,49275,0,General,Autonomous Community,41.5119109450001,-5.72882630999993
Hospital De Benavente,benavente,49021,0,General,Autonomous Community,42.0042185190001,-5.67704002099993
Complejo Asistencial De Zamora,zamora,49275,540,General,Autonomous Community,41.51651594,-5.72912216299994
Hospital Recoletas De Zamora,zamora,49275,44,General,Private Non-Profit,41.5168182400001,-5.74636531399995
Hospital Clínico Universitario Lozano Blesa,zaragoza,50297,807,General,Social Security,41.6432785490001,-0.903354246999925
Hospital Universitario Miguel Servet,zaragoza,50297,1213,General,Social Security,41.6346358050001,-0.899733539999943
Hospital Royo Villanova,zaragoza,50297,254,General,Autonomous Community,41.6922911460001,-0.860759048999967
Centro De Rehabilitacion Psicosocial Nuestra Señora Del Pilar,zaragoza,50297,172,Psychiatric,Autonomous Community,41.647196007,-0.909181559999979
Hospital  Nuestra Señora De Gracia,zaragoza,50297,151,General,Autonomous Community,41.652139017,-0.887560558999951
Hospital Maz,zaragoza,50297,107,General,Matep,41.6836227040001,-0.870724203999941
"Clínica Montpelier Grupo Hla, S.A.U",zaragoza,50297,90,General,Private Non-Profit,41.6359550010001,-0.912675749999948
Centro Neuropsiquiátrico Nuestra Señora Del Carmen,zaragoza,50297,277,Psychiatric,Private Non-Profit (Church),41.6770260280001,-0.985808886999962
Hospital San Juan De Dios,zaragoza,50297,184,Geriatrics and/or long-term care,Private Non-Profit (Church),41.6337314450001,-0.888077791999933
Hospital Quironsalud Zaragoza,zaragoza,50297,104,General,Private Non-Profit,41.6366749900001,-0.894323457999974
Clínica Nuestra Señora Del Pilar,zaragoza,50297,34,General,Private Non-Profit,41.637113948,-0.888723742999957
Hospital General De La Defensa De Zaragoza,zaragoza,50297,200,General,Ministry of Defense,41.6309951110001,-0.905766574999973
Hospital Ernest Lluch Martin,calatayud,50067,122,General,Social Security,41.3358791260001,-1.64593853599996
Unidad De Rehabilitacion De Larga Estancia,sádaba,50230,45,Psychiatric,Autonomous Community,42.2857116530001,-1.27441607499998
Unidad Rehabilitadora De Media Estancia Profesor Rey Ardid,zaragoza,50297,39,Psychiatric,Autonomous Community,41.688879661,-0.888974665999967
Hospital De Rehabilitacion Psiquiatrica Prisma,zaragoza,50297,50,Psychiatric,Private Non-Profit,41.71144945,-0.841289999999958
Centro Sanitario Cinco Villas,ejea de los caballeros,50095,32,Other purpose,Autonomous Community,42.126720984,-1.12529001499996
Hospital Viamed Montecanal,zaragoza,50297,68,General,Private Non-Profit,41.6390417920001,-0.948738132999949
Hospital Universitario De Ceuta,ceuta,51001,252,General,Social Security,35.8803320660001,-5.34185299799998
Hospital Comarcal,melilla,52001,168,General,Social Security,35.286307558,-2.94735452999993
