cmun,municipality,province,altitude,longitude,latitude,Koppen_Climate,description
37313,Sotoserrano,Salamanca,509.2324,-6.032564,40.43604,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
37314,Tabera de Abajo,Salamanca,810.5211,-6.001102,40.91037,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
37315,"Tala, La",Salamanca,918.5034,-5.537611,40.58969,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
37316,Tamames,Salamanca,901.3917,-6.104106,40.65682,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
37317,Tarazona de Guareña,Salamanca,770.5272,-5.249732,41.17094,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
37318,Tardáguila,Salamanca,831.7318,-5.57548,41.11479,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
37319,"Tejado, El",Salamanca,976.1771,-5.539185,40.44235,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
37320,Tejeda y Segoyuela,Salamanca,929.616,-6.022623,40.63215,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
37321,Tenebrón,Salamanca,824.368,-6.355115,40.62404,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
37322,Terradillos,Salamanca,890.0266,-5.542461,40.83985,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
37323,Topas,Salamanca,824.9239,-5.634622,41.15681,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
37324,Tordillos,Salamanca,838.7855,-5.35243,40.85421,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
37325,"Tornadizo, El",Salamanca,884.6722,-5.892554,40.54272,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
37327,Torresmenudas,Salamanca,789.4065,-5.785965,41.1022,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
37328,Trabanca,Salamanca,743.7527,-6.384684,41.23292,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
37329,Tremedal de Tormes,Salamanca,767.5543,-6.181431,41.0756,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
37330,Valdecarros,Salamanca,883.4447,-5.423006,40.7696,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
37331,Valdefuentes de Sangusín,Salamanca,897.4296,-5.829545,40.46539,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
37332,Valdehijaderos,Salamanca,778.0461,-5.847747,40.41963,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
37333,Valdelacasa,Salamanca,957.9121,-5.763429,40.5061,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
37334,Valdelageve,Salamanca,657.5203,-5.989517,40.36914,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
37335,Valdelosa,Salamanca,841.7576,-5.782762,41.17096,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
37336,Valdemierque,Salamanca,938.8387,-5.583385,40.82148,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
37337,Valderrodrigo,Salamanca,733.0906,-6.508775,41.06552,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
37338,Valdunciel,Salamanca,806.5008,-5.671552,41.08523,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
37339,Valero,Salamanca,595.4124,-5.942448,40.53548,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
37340,Valsalabroso,Salamanca,729.0405,-6.501443,41.10923,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
37341,Valverde de Valdelacasa,Salamanca,804.0566,-5.781748,40.48124,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
37342,Valverdón,Salamanca,767.7844,-5.770327,41.04748,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
37343,Vallejera de Riofrío,Salamanca,1140.328,-5.721384,40.40915,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
37344,Vecinos,Salamanca,888.3599,-5.877073,40.77942,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
37345,Vega de Tirados,Salamanca,783.0811,-5.887008,41.02539,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
37346,"Veguillas, Las",Salamanca,1041.142,-5.83115,40.71627,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
37347,"Vellés, La",Salamanca,809.2722,-5.671496,40.96731,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
37348,Ventosa del Río Almar,Salamanca,853.9965,-5.348164,40.92888,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
37349,"Vídola, La",Salamanca,697.9411,-6.487728,41.15339,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
37350,Vilvestre,Salamanca,582.2014,-6.718517,41.10301,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
37351,Villaflores,Salamanca,794.5469,-5.233344,41.08399,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
37352,Villagonzalo de Tormes,Salamanca,805.2603,-5.498151,40.89248,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
37353,Villalba de los Llanos,Salamanca,835.8166,-5.973214,40.80081,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
37354,Villamayor,Salamanca,786.5375,-5.68979,41.00082,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
37355,Villanueva del Conde,Salamanca,800.9477,-6.012312,40.5104,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
37356,Villar de Argañán,Salamanca,717.7349,-6.719632,40.67394,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
37357,Villar de Ciervo,Salamanca,678.7781,-6.739775,40.73645,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
37358,Villar de Gallimazo,Salamanca,857.1204,-5.28827,40.9539,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
37359,Villar de la Yegua,Salamanca,711.8369,-6.704578,40.72498,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
37360,Villar de Peralonso,Salamanca,820.0938,-6.221945,41.03194,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
37361,Villar de Samaniego,Salamanca,743.1362,-6.445864,41.1228,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
37362,Villares de la Reina,Salamanca,817.9556,-5.647612,41.00651,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
37363,Villares de Yeltes,Salamanca,719.8795,-6.413283,40.86742,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
37364,Villarino de los Aires,Salamanca,605.4351,-6.46907,41.26935,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
37365,Villarmayor,Salamanca,827.4609,-5.971948,41.01466,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
37366,Villarmuerto,Salamanca,767.4649,-6.362195,41.05628,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
37367,Villasbuenas,Salamanca,734.7009,-6.59571,41.06209,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
37368,Villasdardo,Salamanca,813.8005,-6.163021,41.00458,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
37369,Villaseco de los Gamitos,Salamanca,834.4906,-6.113545,41.0377,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
37370,Villaseco de los Reyes,Salamanca,771.2275,-6.184583,41.16262,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
37371,Villasrubias,Salamanca,850.7972,-6.640275,40.3381,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
37372,Villaverde de Guareña,Salamanca,829.9338,-5.526249,41.0639,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
37373,Villavieja de Yeltes,Salamanca,741.9375,-6.46762,40.87605,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
37374,Villoria,Salamanca,818.5666,-5.374672,40.9945,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
37375,Villoruela,Salamanca,824.9141,-5.394605,41.00769,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
37376,Vitigudino,Salamanca,763.2999,-6.43838,41.00888,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
37377,Yecla de Yeltes,Salamanca,721.6814,-6.488522,40.95956,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
37378,Zamarra,Salamanca,777.2296,-6.453993,40.51837,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
37379,Zamayón,Salamanca,813.7863,-5.830114,41.14824,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
37380,Zarapicos,Salamanca,783.1765,-5.844289,41.03887,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
37381,"Zarza de Pumareda, La",Salamanca,702.669,-6.627572,41.16283,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
37382,Zorita de la Frontera,Salamanca,830.3544,-5.197237,41.01429,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
38001,Adeje,Santa Cruz de Tenerife,288.9392,-16.72464,28.12185,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
38002,Agulo,Santa Cruz de Tenerife,199.3272,-17.19591,28.18672,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.
38003,Alajeró,Santa Cruz de Tenerife,821.5216,-17.23902,28.06276,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.
38004,Arafo,Santa Cruz de Tenerife,432.3514,-16.41512,28.34072,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
38005,Arico,Santa Cruz de Tenerife,362.0416,-16.47941,28.1778,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
38006,Arona,Santa Cruz de Tenerife,630.8655,-16.68066,28.10047,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
38007,Barlovento,Santa Cruz de Tenerife,560.6917,-17.80326,28.82735,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
38008,Breña Alta,Santa Cruz de Tenerife,370.9761,-17.79119,28.65905,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
38009,Breña Baja,Santa Cruz de Tenerife,539.2067,-17.79027,28.63037,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
38010,Buenavista del Norte,Santa Cruz de Tenerife,127.8591,-16.85024,28.37029,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
38011,Candelaria,Santa Cruz de Tenerife,10.0,-16.37013,28.35276,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
38012,Fasnia,Santa Cruz de Tenerife,482.8613,-16.43982,28.23996,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
38013,Frontera,Santa Cruz de Tenerife,339.0463,-18.00364,27.75379,,
38014,Fuencaliente de la Palma,Santa Cruz de Tenerife,604.7274,-17.84942,28.4885,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.
38015,Garachico,Santa Cruz de Tenerife,11.52424,-16.76521,28.37217,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
38016,Garafía,Santa Cruz de Tenerife,899.6116,-17.91667,28.81667,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
38017,Granadilla de Abona,Santa Cruz de Tenerife,647.0933,-16.57691,28.12018,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
38018,"Guancha, La",Santa Cruz de Tenerife,483.8696,-16.65256,28.37436,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
38019,Guía de Isora,Santa Cruz de Tenerife,590.0607,-16.779,28.20995,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
38020,Güímar,Santa Cruz de Tenerife,307.1391,-16.41325,28.31723,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.
38021,Hermigua,Santa Cruz de Tenerife,127.1466,-17.19206,28.16725,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.
38022,Icod de los Vinos,Santa Cruz de Tenerife,229.9812,-16.71886,28.36761,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
38023,San Cristóbal de La Laguna,Santa Cruz de Tenerife,548.1752,-16.31478,28.48812,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.
38024,"Llanos de Aridane, Los",Santa Cruz de Tenerife,345.7089,-17.91137,28.65619,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
38025,"Matanza de Acentejo, La",Santa Cruz de Tenerife,282.3254,-16.46325,28.45248,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
38026,"Orotava, La",Santa Cruz de Tenerife,342.5714,-16.52354,28.39108,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
38027,"Paso, El",Santa Cruz de Tenerife,669.5245,-17.87833,28.65043,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
38028,Puerto de la Cruz,Santa Cruz de Tenerife,53.82357,-16.54516,28.41339,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
38029,Puntagorda,Santa Cruz de Tenerife,849.1637,-17.96667,28.75,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
38030,Puntallana,Santa Cruz de Tenerife,494.2469,-17.7509,28.73491,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
38031,"Realejos, Los",Santa Cruz de Tenerife,596.4269,-16.58333,28.36667,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
38032,"Rosario, El",Santa Cruz de Tenerife,722.4636,-16.35815,28.42729,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
38033,San Andrés y Sauces,Santa Cruz de Tenerife,60.90185,-17.76667,28.8,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
38034,San Juan de la Rambla,Santa Cruz de Tenerife,50.26696,-16.65047,28.39464,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
38035,San Miguel de Abona,Santa Cruz de Tenerife,604.5886,-16.61715,28.09838,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
38036,San Sebastián de la Gomera,Santa Cruz de Tenerife,2.807406,-17.11187,28.09222,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.
38037,Santa Cruz de la Palma,Santa Cruz de Tenerife,3.883548,-17.76396,28.68326,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
38038,Santa Cruz de Tenerife,Santa Cruz de Tenerife,41.29388,-16.25486,28.46981,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.
38039,Santa Úrsula,Santa Cruz de Tenerife,284.0858,-16.48891,28.42549,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
38040,Santiago del Teide,Santa Cruz de Tenerife,929.3008,-16.81461,28.29614,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
38041,"Sauzal, El",Santa Cruz de Tenerife,323.1106,-16.43661,28.47941,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
38042,"Silos, Los",Santa Cruz de Tenerife,99.97398,-16.81598,28.36535,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
38043,Tacoronte,Santa Cruz de Tenerife,488.9084,-16.412,28.48153,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
38044,"Tanque, El",Santa Cruz de Tenerife,1027.389,-16.78752,28.33258,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
38045,Tazacorte,Santa Cruz de Tenerife,124.7486,-17.93224,28.6427,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.
38046,Tegueste,Santa Cruz de Tenerife,412.2942,-16.33353,28.52328,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.
38047,Tijarafe,Santa Cruz de Tenerife,615.9692,-17.95,28.7,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
38048,Valverde,Santa Cruz de Tenerife,588.4797,-17.91566,27.8089,,
38049,Valle Gran Rey,Santa Cruz de Tenerife,607.2831,-17.32575,28.12357,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
38050,Vallehermoso,Santa Cruz de Tenerife,181.5817,-17.26406,28.17902,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.
38051,"Victoria de Acentejo, La",Santa Cruz de Tenerife,387.9303,-16.46762,28.43531,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
38053,Villa de Mazo,Santa Cruz de Tenerife,965.7053,-17.79915,28.58121,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
38901,"Pinar de El Hierro, El",Santa Cruz de Tenerife,1330.287,-18.0243,27.7255,,
39001,Alfoz de Lloredo,Cantabria,191.1736,-4.166667,43.36666,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
39002,Ampuero,Cantabria,14.41542,-3.41566,43.34346,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39003,Anievas,Cantabria,307.6791,-4.0,43.2,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39004,Arenas de Iguña,Cantabria,175.7548,-4.050034,43.18615,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39005,Argoños,Cantabria,7.686848,-3.485922,43.45803,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39006,Arnuero,Cantabria,58.03693,-3.562917,43.47295,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39007,Arredondo,Cantabria,162.1712,-3.601528,43.27427,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39008,"Astillero, El",Cantabria,15.58059,-3.818161,43.40158,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39009,Bárcena de Cicero,Cantabria,8.115047,-3.505684,43.41996,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39010,Bárcena de Pie de Concha,Cantabria,341.4135,-4.046467,43.12004,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39011,Bareyo,Cantabria,74.22401,-3.596607,43.47031,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39012,Cabezón de la Sal,Cantabria,126.715,-4.232392,43.3074,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39013,Cabezón de Liébana,Cantabria,368.491,-4.576035,43.13258,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39014,Cabuérniga,Cantabria,279.0297,-4.30376,43.20371,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39015,Camaleño,Cantabria,442.6653,-4.693898,43.15001,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39016,Camargo,Cantabria,27.12142,-3.883333,43.40667,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39017,Campoo de Yuso,Cantabria,854.9267,-4.0,43.01667,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39018,Cartes,Cantabria,34.01722,-4.069758,43.32322,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39019,Castañeda,Cantabria,51.33138,-3.95332,43.31572,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39020,Castro-Urdiales,Cantabria,13.48153,-3.21957,43.38277,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39021,Cieza,Cantabria,238.8728,-4.083333,43.21667,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39022,Cillorigo de Liébana,Cantabria,491.4029,-4.583333,43.16667,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39023,Colindres,Cantabria,7.550448,-3.449363,43.39538,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39024,Comillas,Cantabria,24.99873,-4.291507,43.38564,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
39025,"Corrales de Buelna, Los",Cantabria,92.81157,-4.068241,43.25957,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39026,Corvera de Toranzo,Cantabria,317.1393,-3.957237,43.2129,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39027,Campoo de Enmedio,Cantabria,878.4844,-4.15,42.96667,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39028,Entrambasaguas,Cantabria,44.69009,-3.6846,43.37997,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39029,Escalante,Cantabria,8.192403,-3.514102,43.43679,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39030,Guriezo,Cantabria,13.48724,-3.325467,43.35442,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39031,Hazas de Cesto,Cantabria,66.35742,-3.588164,43.39733,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39032,Hermandad de Campoo de Suso,Cantabria,912.019,-4.216667,43.01667,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39033,Herrerías,Cantabria,193.9438,-4.486163,43.3088,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
39034,Lamasón,Cantabria,315.1235,-4.466667,43.25,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39035,Laredo,Cantabria,13.43072,-3.412477,43.41148,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39036,Liendo,Cantabria,29.383,-3.382125,43.39421,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39037,Liérganes,Cantabria,87.95516,-3.742174,43.34212,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39038,Limpias,Cantabria,305.4288,-3.398698,43.36872,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39039,Luena,Cantabria,495.1068,-3.896081,43.09888,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39040,Marina de Cudeyo,Cantabria,16.28183,-3.75,43.41667,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39041,Mazcuerras,Cantabria,133.059,-4.206666,43.29861,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39042,Medio Cudeyo,Cantabria,37.2541,-3.731667,43.38139,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39043,Meruelo,Cantabria,35.97668,-3.573889,43.45694,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39044,Miengo,Cantabria,14.39486,-3.99526,43.42711,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39045,Miera,Cantabria,338.0346,-3.711944,43.27555,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39046,Molledo,Cantabria,248.2709,-4.042275,43.15285,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39047,Noja,Cantabria,24.97051,-3.52139,43.47997,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39048,Penagos,Cantabria,129.0727,-3.81413,43.35154,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39049,Peñarrubia,Cantabria,475.7796,-4.578611,43.25583,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39050,Pesaguero,Cantabria,608.4185,-4.538978,43.07704,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39051,Pesquera,Cantabria,614.1819,-4.079455,43.08223,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39052,Piélagos,Cantabria,39.58884,-3.957237,43.38657,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39053,Polaciones,Cantabria,887.2664,-4.413055,43.10194,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39054,Polanco,Cantabria,52.85626,-4.016194,43.385,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39055,Potes,Cantabria,309.7742,-4.6227,43.15347,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
39056,Puente Viesgo,Cantabria,70.55008,-3.964917,43.29906,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39057,Ramales de la Victoria,Cantabria,86.5575,-3.465148,43.25792,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39058,Rasines,Cantabria,88.65132,-3.428978,43.30417,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39059,Reinosa,Cantabria,853.8888,-4.139154,43.00071,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39060,Reocín,Cantabria,115.7464,-4.095572,43.34273,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39061,Ribamontán al Mar,Cantabria,29.16733,-3.67,43.45555,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39062,Ribamontán al Monte,Cantabria,59.71571,-3.661389,43.40805,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39063,Rionansa,Cantabria,210.4719,-4.4025,43.25472,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39064,Riotuerto,Cantabria,126.3817,-3.664777,43.34002,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39065,"Rozas de Valdearroyo, Las",Cantabria,854.1373,-4.028184,42.97274,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39066,Ruente,Cantabria,189.9705,-4.265683,43.25963,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39067,Ruesga,Cantabria,149.2516,-3.56,43.2825,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39068,Ruiloba,Cantabria,44.85384,-4.250834,43.38167,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
39069,San Felices de Buelna,Cantabria,105.392,-4.048611,43.27528,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39070,San Miguel de Aguayo,Cantabria,839.2117,-4.026556,43.05291,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39071,San Pedro del Romeral,Cantabria,755.9124,-3.819026,43.11516,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39072,San Roque de Riomiera,Cantabria,378.2011,-3.700278,43.23583,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39073,Santa Cruz de Bezana,Cantabria,42.96122,-3.904777,43.44282,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39074,Santa María de Cayón,Cantabria,94.75117,-3.854225,43.31036,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39075,Santander,Cantabria,4.1,-3.807934,43.46096,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39076,Santillana del Mar,Cantabria,84.16537,-4.10918,43.38897,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39077,Santiurde de Reinosa,Cantabria,647.917,-4.081068,43.06131,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39078,Santiurde de Toranzo,Cantabria,122.0352,-3.940012,43.23869,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39079,Santoña,Cantabria,8.660443,-3.453193,43.44215,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
39080,San Vicente de la Barquera,Cantabria,3.441201,-4.398091,43.38593,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
39081,Saro,Cantabria,162.4471,-3.829885,43.26129,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
